Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,,
1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,5000M Team,Silver,,
1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,Men,5000M Team,Silver,,
1900,Paris,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,Men,5000M Team,Silver,,
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,60M,Bronze,,
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,60M,Gold,,
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,60M,Silver,,
1900,Paris,Athletics,Athletics,"HALL, David",USA,Men,800M,Bronze,,
1900,Paris,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,800M,Gold,,
1900,Paris,Athletics,Athletics,"CREGAN, John",USA,Men,800M,Silver,,
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Discus Throw,Bronze,,
1900,Paris,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,Discus Throw,Gold,,
1900,Paris,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,Discus Throw,Silver,,
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Hammer Throw,Bronze,,
1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,Hammer Throw,Gold,,
1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,Hammer Throw,Silver,,
1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Men,High Jump,Bronze,,
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,High Jump,Gold,,
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,High Jump,Silver,,
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,"High Jump, Standing",Bronze,,
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"High Jump, Standing",Gold,,
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"High Jump, Standing",Silver,,
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,Long Jump,Bronze,,
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Long Jump,Gold,,
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Long Jump,Silver,,
1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,Men,"Long Jump, Standing",Bronze,,
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"Long Jump, Standing",Gold,,
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"Long Jump, Standing",Silver,,
1900,Paris,Athletics,Athletics,"FAST, Ernst",SWE,Men,Marathon,Bronze,,
1900,Paris,Athletics,Athletics,"THEATO, Michel",FRA,Men,Marathon,Gold,,
1900,Paris,Athletics,Athletics,"CHAMPION, Emile",FRA,Men,Marathon,Silver,,
1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Men,Pole Vault,Bronze,,
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Pole Vault,Gold,,
1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",USA,Men,Pole Vault,Silver,,
1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,Shot Put,Bronze,,
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Shot Put,Gold,,
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Shot Put,Silver,,
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,Triple Jump,Bronze,,
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Triple Jump,Gold,,
1900,Paris,Athletics,Athletics,"CONNOLLY, James",USA,Men,Triple Jump,Silver,,
1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,"Triple Jump, Standing",Bronze,,
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"Triple Jump, Standing",Gold,,
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"Triple Jump, Standing",Silver,,
1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Men,Cesta Punta,Gold,,
1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,Cesta Punta,Gold,,
1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,Cesta Punta,Silver,,
1900,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,Men,Cesta Punta,Silver,,
1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"BUCKLEY, George John",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"CORNER, Harry Richard",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"DONNE, William Stephen",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"SYMES, John",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,Men,Cricket,Gold,,
1900,Paris,Cricket,Cricket,"ANDERSON, W.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"ATTRILL, W.T.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"BRAID, J.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"BROWNING, W.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"HORNE, R.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"JORDAN, T.H.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"MCEVOY, A.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"ROBINSON, D.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"ROQUES, F.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"SCHNEIDAU, A.J.",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"TERRY, Henry John",FRA,Men,Cricket,Silver,,
1900,Paris,Cricket,Cricket,"TOMALIN, P.H.",FRA,Men,Cricket,Silver,,
1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,Double,Gold,,
1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,Double,Gold,,
1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,Individual 1 Ball,Bronze,,
1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,Individual 1 Ball,Gold,,
1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,Individual 1 Ball,Silver,,
1900,Paris,Croquet,Croquet,SAUTREAU,FRA,Men,Individual 2 Balls,Bronze,,
1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,Individual 2 Balls,Gold,,
1900,Paris,Croquet,Croquet,VIGNEROT,FRA,Men,Individual 2 Balls,Silver,,
1900,Paris,Cycling,Cycling Track,"DAUMAIN, .....",FRA,Men,25 Kilometres,Bronze,,
1900,Paris,Cycling,Cycling Track,"BASTIEN, Louis",FRA,Men,25 Kilometres,Gold,,
1900,Paris,Cycling,Cycling Track,"HILDEBRAND, Louis",FRA,Men,25 Kilometres,Silver,,
1900,Paris,Cycling,Cycling Track,"LAKE, John Henry",USA,Men,Sprint Indivual,Bronze,,
1900,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,Men,Sprint Indivual,Gold,,
1900,Paris,Cycling,Cycling Track,"SANZ, Fernand",FRA,Men,Sprint Indivual,Silver,,
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,High Jump,Bronze,,
1900,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,Men,High Jump,Gold,,
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,High Jump,Gold,,
1900,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,Men,Individual,Bronze,,
1900,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Men,Individual,Gold,,
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,Individual,Silver,,
1900,Paris,Equestrian,Jumping,DE BELLEGARDE,FRA,Men,Long Jump Individual,Bronze,,
1900,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Men,Long Jump Individual,Gold,,
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,Long Jump Individual,Silver,,
1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,Épée Individual,Bronze,,
1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,Épée Individual,Gold,,
1900,Paris,Fencing,Fencing,"PERREE, Louis",FRA,Men,Épée Individual,Silver,,
1900,Paris,Fencing,Fencing,"SEE, Léon",FRA,Men,"Épée, Amateurs And Masters",Bronze,,
1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Épée, Amateurs And Masters",Gold,,
1900,Paris,Fencing,Fencing,"FONST, Ramon",CUB,Men,"Épée, Amateurs And Masters",Silver,,
1900,Paris,Fencing,Fencing,"LAURENT, Henri",FRA,Men,"Épée, Masters",Bronze,,
1900,Paris,Fencing,Fencing,"AYAT, Albert",FRA,Men,"Épée, Masters",Gold,,
1900,Paris,Fencing,Fencing,"BOUGNOL, Emile",FRA,Men,"Épée, Masters",Silver,,
1900,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,Foil Individual,Bronze,,
1900,Paris,Fencing,Fencing,"COSTE, Emile",FRA,Men,Foil Individual,Gold,,
1900,Paris,Fencing,Fencing,"MASSON, Henri",FRA,Men,Foil Individual,Silver,,
1900,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"Foil, Masters",Bronze,,
1900,Paris,Fencing,Fencing,"MERIGNAC, Lucien",FRA,Men,"Foil, Masters",Gold,,
1900,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"Foil, Masters",Silver,,
1900,Paris,Fencing,Fencing,"FLESCH, Siegfried",AUT,Men,Sabre Individual,Bronze,,
1900,Paris,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,Men,Sabre Individual,Gold,,
1900,Paris,Fencing,Fencing,"THIEBAUT, Léon",FRA,Men,Sabre Individual,Silver,,
1900,Paris,Fencing,Fencing,"NERALIC, Milan",AUT,Men,"Sabre, Masters",Bronze,,
1900,Paris,Fencing,Fencing,"CONTE, Antonio",ITA,Men,"Sabre, Masters",Gold,,
1900,Paris,Fencing,Fencing,"SANTELLI, Italo",ITA,Men,"Sabre, Masters",Silver,,
1900,Paris,Football,Football,"DELBECQUE, Albert",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"KELECOM, R.",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"LEBOUTTE, Marcel",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,LONDOT,BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"MOREAU, Ernest",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"NEEFS, E.",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"PELGRIMS, Georges",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"RENIER, Alphonse",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"SPANNOGHE, E.",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"THORNTON, Erich",BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,VAN HEUCKELUM,BEL,Men,Football,Bronze,,
1900,Paris,Football,Football,"BUCKENHAM, Claude Percy",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"BURRIDGE, T.E.",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"CHALK, Alfred Ernest",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"GROSLING, William Sullivan",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"HASLAM, A.",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"JONES, J.H.",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"NICHOLAS, J.",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"QUASH, William Francis",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"SPACKMAN, F.G.",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"TURNER, R.R.",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"ZEALLEY, James Edward",GBR,Men,Football,Gold,,
1900,Paris,Football,Football,"ALLEMANE, Pierre",FRA,Men,Football,Silver,,
1900,Paris,Football,Football,BACH,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,"BLOCH, Jean",FRA,Men,Football,Silver,,
1900,Paris,Football,Football,"CANELLE, Fernand",FRA,Men,Football,Silver,,
1900,Paris,Football,Football,DUPARC,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,FRAYSSE,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,GAILLARD,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,"GARNIER, René",FRA,Men,Football,Silver,,
1900,Paris,Football,Football,GRANDJEAN,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,HUTEAU,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,LAMBERT,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,MACAIRE,FRA,Men,Football,Silver,,
1900,Paris,Football,Football,PELTIER,FRA,Men,Football,Silver,,
1900,Paris,Golf,Golf,"ROBERTSON, David Donaldson",GBR,Men,Individual,Bronze,,
1900,Paris,Golf,Golf,"SANDS, Charles Edward",USA,Men,Individual,Gold,,
1900,Paris,Golf,Golf,"RUTHERFORD, Walter",GBR,Men,Individual,Silver,,
1900,Paris,Golf,Golf,"PRATT, Daria",USA,Women,Individual,Bronze,,
1900,Paris,Golf,Golf,"ABBOTT, Margaret Ives",USA,Women,Individual,Gold,,
1900,Paris,Golf,Golf,"WHITTIER, Pauline",USA,Women,Individual,Silver,,
1900,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,Individual All-Round,Bronze,,
1900,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,Men,Individual All-Round,Gold,,
1900,Paris,Gymnastics,Artistic G.,"BAS, Noël",FRA,Men,Individual All-Round,Silver,,
1900,Paris,Polo,Polo,"BOUSSOD, Jean",ZZX,Men,Polo,Bronze,,
1900,Paris,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Men,Polo,Bronze,,
1900,Paris,Polo,Polo,"FAUQUET LEMAITRE, A.",ZZX,Men,Polo,Bronze,,
1900,Paris,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Men,Polo,Bronze,,
1900,Paris,Polo,Polo,"DALY, Dennis",ZZX,Men,Polo,Gold,,
1900,Paris,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Men,Polo,Gold,,
1900,Paris,Polo,Polo,"MACKEY, Frank Jay",ZZX,Men,Polo,Gold,,
1900,Paris,Polo,Polo,"RAWLINSON, Alfred",ZZX,Men,Polo,Gold,,
1900,Paris,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Men,Polo,Silver,,
1900,Paris,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",ZZX,Men,Polo,Silver,,
1900,Paris,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Men,Polo,Silver,,
1900,Paris,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Men,Polo,Silver,,
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"MIDDELBERG, Walter",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"THIJSSEN, Walter",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"TROMP, Henricus",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,Eight With Coxswain (8+),Bronze,,
1900,Paris,Rowing,Rowing,"ABELL, Louis",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"CARR, William",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"DEBAECKE, Harry",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"EXLEY, John",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"GEIGER, John",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"HEDLEY, Edward",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"JUVENAL, James",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"MARSH, Edward",USA,Men,Eight With Coxswain (8+),Gold,,
1900,Paris,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"DE COCK, Oscar",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"ODBERG, Frank",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"VERDONCK, Maurice",BEL,Men,Eight With Coxswain (8+),Silver,,
1900,Paris,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"FELLE, Ernst",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"FICKEISEN, Otto",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"KÖRNER, Julius",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"KRÖWERATH, Franz",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"LEHLE, Carl",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"MÖLLER, Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"RÜSTER, Hugo",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"WILKER, Hermann",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,,
1900,Paris,Rowing,Rowing,"BOUCKAERT, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"CAU, Jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,CHARLOT,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"GOSSLER, Oscar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"TIETGENS, Waldemar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold,,
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"LUMPP, Georges",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"PERRIN, Charles",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"WEGELIN, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,,
1900,Paris,Rowing,Rowing,"DELTOUR, Carlos",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,,
1900,Paris,Rowing,Rowing,"PAOLI, Raoul",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,,
1900,Paris,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,,
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,,
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,,
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,,
1900,Paris,Rowing,Rowing,"MARTINET, Louis",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,,
1900,Paris,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,,
1900,Paris,Rowing,Rowing,WALEFF,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,,
1900,Paris,Rowing,Rowing,"ASHE, Saint-George",GBR,Men,Single Sculls (1X),Bronze,,
1900,Paris,Rowing,Rowing,"BARRELET, Henri",FRA,Men,Single Sculls (1X),Gold,,
1900,Paris,Rowing,Rowing,"GAUDIN, André",FRA,Men,Single Sculls (1X),Silver,,
1900,Paris,Rugby,Rugby,"AITOFF, Vladimir",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"ALBERT, A.",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"BINOCHE, Jean, LÃ©on",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"COLLAS, Jean",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"GAUTIER, Jean Guy",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"GIROUX, Auguste",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"GONDOUIN, Charles",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"HERVE, Jean",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"LARDANCHET, Victor",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"LEFEBVRE, Hubert",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"OLIVIER, Joseph",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"PHARAMOND, Alexandre",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"REICHEL, Frantz",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"RISCHMANN, André",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"ROOSEVELT, Albert",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"SARRADE, Emile",FRA,Men,Rugby,Gold,,
1900,Paris,Rugby,Rugby,"AMRHEIN, Albert",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"BAYLISS, F.C.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"BETTING, Hugo",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"BIRTLES, J.Henry",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"CAUTLON, J.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"DARBY, Artur John",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"DEYKIN, C.P.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"HERRMANN, Jacob",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"HOFMEISTER, Willy",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"HOOD, L.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"KREUZER, Hermann",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"LANDVOIGT, Arnold",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"LATSCHA, Hans",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"LOGAN, M.L.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"LOVEITT, H.A.",GBR,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"LUDWIG, Erich",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"LUDWIG, Richard",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"MÜLLER, Fritz",GER,Men,Rugby,Silver,,
1900,Paris,Rugby,Rugby,"NICOL, N.S.",GBR,Men,Rugby,Silver,,
